"房屋户型","所在楼层","建筑面积","户型结构","套内面积","建筑类型","房屋朝向","建筑结构","装修情况","梯户比例","配备电梯","产权年限","title","price","url"
"2室2厅1厨1卫","高楼层 (共11层)","90.93㎡","平层","75.01㎡","塔楼","北","钢混结构","毛坯","一梯四户","有","70年","价格笋  总价低  云峰花园四期地铁口物业_广州花都镜湖大道云峰花园4期二手房(广州链家)","20346","https://gz.lianjia.com/ershoufang/108400756621.html"
"3室2厅1厨1卫","高楼层 (共7层)","82㎡","暂无数据","74.13㎡","塔楼","东南","钢混结构","简装","一梯五户","无","70年","优选房源 天河区南向三房 双地铁天河客运站800米_广州天河天河客运站南兴花园(天河区)二手房(广州链家)","31098","https://gz.lianjia.com/ershoufang/108400057513.html"
"3室2厅1厨2卫","中楼层 (共30层)","106.48㎡","平层","81.22㎡","塔楼","南 北","钢混结构","毛坯","两梯四户","有","70年","业主诚心售卖  南北对流  方正三房  证过两年  地铁盘_广州增城沙村尚东阳光雅苑二手房(广州链家)","19723","https://gz.lianjia.com/ershoufang/108400774723.html"
"3室2厅1厨1卫","高楼层 (共23层)","98.48㎡","平层","77.4㎡","塔楼","东南","钢混结构","精装","两梯八户","有","70年","逸彩新世界    小区配套齐      出行方便    环境好_广州荔湾滘口新世界逸彩庭园二手房(广州链家)","34018","https://gz.lianjia.com/ershoufang/108400482742.html"
"2室1厅1厨1卫","高楼层 (共7层)","40.01㎡","平层","35.25㎡","塔楼","南","钢混结构","精装","一梯两户","无","70年","景泰新村 南向单位 精致两房 格局方正 采光通风_广州白云景泰景泰新村二手房(广州链家)","27994","https://gz.lianjia.com/ershoufang/108400448419.html"
"2室2厅1厨1卫","高楼层 (共6层)","74.34㎡","平层","64.53㎡","塔楼","东","钢混结构","精装","一梯四户","无","70年","方正实用加入户花园产权清晰过五唯一_广州番禺桥南金沙湾花园二手房(广州链家)","22734","https://gz.lianjia.com/ershoufang/108400415950.html"
"3室2厅1厨1卫","高楼层 (共7层)","82.75㎡","平层","74.76㎡","塔楼","西南","钢混结构","简装","一梯两户","无","70年","江南大道中 正规三房 双阳台 南北对流 地铁家楼下_广州海珠江南大道中江南大道中二手房(广州链家)","24895","https://gz.lianjia.com/ershoufang/108400742142.html"
"3室2厅1厨1卫","低楼层 (共22层)","66.9㎡","平层","55㎡","塔楼","北","钢混结构","精装","两梯七户","有","70年","区府板块叠翠峰精装小三房，刚需户型，价格有空间_广州南沙南沙区府叠翠峰二手房(广州链家)","22721","https://gz.lianjia.com/ershoufang/108400733141.html"
"2室2厅1厨1卫","中楼层 (共9层)","77.53㎡","平层","63.6㎡","塔楼","北","钢混结构","精装","一梯五户","有","70年","天虹花园 电梯两房  格局方正 通风采光好_广州黄埔大沙地天虹花园二手房(广州链家)","27732","https://gz.lianjia.com/ershoufang/108400392282.html"
"3室2厅1厨1卫","中楼层 (共19层)","91.12㎡","平层","暂无数据","塔楼","东南","钢混结构","精装","两梯七户","有","70年","新世界逸彩庭园 3房2厅东南  证过5年 出行便利_广州荔湾滘口新世界逸彩庭园二手房(广州链家)","32924","https://gz.lianjia.com/ershoufang/108400459225.html"
"1室1厅1厨1卫","低楼层 (共36层)","40.1㎡","平层","暂无数据","塔楼","东","钢混结构","精装","三梯九户","有","70年","芳满庭园  精装一房带平台 户型方正  交通便利_广州天河华景新城华景新城芳满庭园二手房(广州链家)","61347","https://gz.lianjia.com/ershoufang/108400619689.html"
"2室1厅1厨1卫","中楼层 (共34层)","81.1㎡","平层","66.47㎡","塔楼","南 北","钢混结构","简装","两梯六户","有","70年","丽景台  高层两房  南北双阳台  户型方正  小区安静_广州越秀五羊新城丽景台二手房(广州链家)","55488","https://gz.lianjia.com/ershoufang/108400708620.html"
"2室1厅1厨1卫","中楼层 (共9层)","73.59㎡","平层","暂无数据","塔楼","北","钢混结构","精装","一梯八户","无","70年","中高楼层使用率高，通风采光好，户型方正_广州白云新市汇侨新城东区二手房(广州链家)","22558","https://gz.lianjia.com/ershoufang/108400768392.html"
"3室2厅1厨2卫","高楼层 (共36层)","110㎡","平层","暂无数据","塔楼","南","钢混结构","精装","三梯六户","有","70年","华景新城 南北对流三房 安静望花园_广州天河华景新城华景新城陶然庭园二手房(广州链家)","58000","https://gz.lianjia.com/ershoufang/108400810919.html"
"3室2厅1厨1卫","中楼层 (共29层)","109㎡","平层","暂无数据","塔楼","东北","钢混结构","精装","两梯六户","有","70年","佰利山 三房 中高楼层 视野开阔大阳台  带车位_广州番禺雅居乐广州雅居乐花园剑桥郡二手房(广州链家)","36698","https://gz.lianjia.com/ershoufang/108400684290.html"
"3室2厅1厨1卫","高楼层 (共8层)","99.9㎡","平层","90.42㎡","平房","南","钢混结构","简装","一梯两户","无","70年","三房带主套 南向 采光足 高楼层_广州增城荔城中区岗前小区二手房(广州链家)","9110","https://gz.lianjia.com/ershoufang/108400184824.html"
"3室1厅1厨2卫","高楼层 (共11层)","106.59㎡","平层","87.5㎡","塔楼","北","钢混结构","精装","一梯三户","有","70年","翠华花园绿茵苑 3室1厅 181.8万_广州花都旧区翠华花园绿茵苑二手房(广州链家)","17057","https://gz.lianjia.com/ershoufang/108400788603.html"
"3室2厅1厨2卫","中楼层 (共9层)","110㎡","平层","暂无数据","塔楼","东北","钢混结构","简装","一梯四户","无","70年","中间楼层，110方，195万，精装修。过五唯一_广州番禺市桥华侨城(番禺)二手房(广州链家)","17264","https://gz.lianjia.com/ershoufang/108400804533.html"
"3室2厅1厨1卫","高楼层 (共18层)","90㎡","平层","暂无数据","板塔结合","北","钢混结构","精装","两梯四户","有","70年","实用小三房 保养好 望花园 楼层好 环境安静舒适_广州增城中新镇恒大山水城二手房(广州链家)","18000","https://gz.lianjia.com/ershoufang/108400803656.html"
"3室2厅1厨2卫","中楼层 (共32层)","116㎡","平层","94.8㎡","塔楼","南 北","钢混结构","精装","两梯六户","有","70年","保利高尔夫郡绿茵街阔景三房出售_广州花都铁路西保利高尔夫郡二手房(广州链家)","16380","https://gz.lianjia.com/ershoufang/108400052502.html"
"2室1厅1厨1卫","高楼层 (共26层)","70.06㎡","暂无数据","53.67㎡","塔楼","东北","钢混结构","精装","两梯三户","有","70年","金泽豪庭   小两房  私密性强   装修保养好_广州增城白江金泽豪庭二手房(广州链家)","21696","https://gz.lianjia.com/ershoufang/108400615691.html"
"2室1厅1厨1卫","高楼层 (共32层)","65㎡","平层","53.47㎡","塔楼","东南","钢混结构","精装","两梯八户","有","70年","金碧世纪花园 两房户型方正 通风采光好_广州黄埔大沙地金碧世纪花园二手房(广州链家)","39231","https://gz.lianjia.com/ershoufang/108400807460.html"
"3室2厅1厨2卫","高楼层 (共7层)","98.07㎡","平层","90.72㎡","塔楼","南","钢混结构","精装","一梯四户","无","70年","新世界南向三房总价最笋，交通便利环境好！_广州增城沙村新塘新世界花园嘉华苑二手房(广州链家)","16111","https://gz.lianjia.com/ershoufang/108200017669.html"
"3室2厅1厨2卫","低楼层 (共32层)","109.69㎡","平层","88.5㎡","塔楼","东南","钢混结构","精装","两梯六户","有","70年","方圆云山诗意二期 全新带装修 经典开间户型_广州增城荔城西区方圆云山诗意二期二手房(广州链家)","18051","https://gz.lianjia.com/ershoufang/108400700768.html"
"3室2厅1厨1卫","低楼层 (共28层)","100.02㎡","平层","暂无数据","塔楼","南","钢混结构","精装","两梯四户","有","70年","汇东国际 南向精装三房  全新未住  采光好_广州增城白江汇东国际花园二手房(广州链家)","21996","https://gz.lianjia.com/ershoufang/108400305180.html"
"3室2厅1厨2卫","低楼层 (共30层)","99.95㎡","平层","77.07㎡","塔楼","东南","钢混结构","精装","三梯六户","有","70年","南向通透，视野宽阔，采光充足，配套齐全，交通便利_广州番禺汉溪自在城市花园三期诺德名都二手房(广州链家)","32817","https://gz.lianjia.com/ershoufang/108400566983.html"
"2室2厅1厨1卫","低楼层 (共18层)","83.15㎡","平层","暂无数据","塔楼","西北","钢混结构","精装","两梯八户","有","70年","刚需大两房，入手门槛低，已补地价，无按揭，随时过户_广州黄埔科学城龙光峰景华庭二手房(广州链家)","25136","https://gz.lianjia.com/ershoufang/108400679198.html"
"3室2厅1厨2卫","低楼层 (共33层)","99㎡","平层","暂无数据","塔楼","东南","钢混结构","毛坯","三梯四户","有","70年","融创文旅城 格局方正 中间楼层 看花园_广州花都花山镇广州融创文旅城A1区二手房(广州链家)","22223","https://gz.lianjia.com/ershoufang/108400744680.html"
"2室2厅1厨1卫","高楼层 (共9层)","72.58㎡","平层","暂无数据","塔楼","南 北","钢混结构","简装","一梯三户","无","70年","新港西路荟翠苑 马赛克外墙小区 装修保养好_广州海珠新港西荟翠苑二手房(广州链家)","20667","https://gz.lianjia.com/ershoufang/108400755925.html"
"3室1厅1厨1卫","中楼层 (共14层)","86.47㎡","平层","71.36㎡","塔楼","北","钢混结构","精装","一梯五户","有","70年","愉景雅苑，鹭江客村双地铁，中高楼层，朝花园安静_广州海珠新港西愉景雅苑二手房(广州链家)","46259","https://gz.lianjia.com/ershoufang/108400703573.html"
"1室1厅1厨1卫","高楼层 (共9层)","28.59㎡","平层","暂无数据","塔楼","东","钢混结构","精装","一梯八户","无","70年","晓港湾 正规一房一厅 望小区环境舒适_广州海珠金碧晓港湾惠侨苑二手房(广州链家)","26233","https://gz.lianjia.com/ershoufang/108400802121.html"
"4室2厅1厨2卫","低楼层 (共14层)","123.95㎡","平层","103.5㎡","塔楼","南","钢混结构","精装","两梯四户","有","70年","G 区 楼 龄 新 ， 户 型 方 正 。_广州白云嘉禾望岗岭南新世界二手房(广州链家)","45180","https://gz.lianjia.com/ershoufang/108400827401.html"
"1室1厅1厨1卫","中楼层 (共23层)","52.57㎡","平层","38.81㎡","塔楼","南","钢混结构","简装","四梯二十户","有","70年","南向高层,      无遮挡,           一线江景_广州增城白江水电广场二手房(广州链家)","19213","https://gz.lianjia.com/ershoufang/108400817547.html"
"1室1厅1厨1卫","高楼层 (共9层)","45.71㎡","平层","41.64㎡","塔楼","南","钢混结构","精装","一梯六户","无","70年","华乐苑 正规一房一厅 过五年唯一物业 无按揭_广州海珠新港西华乐苑二手房(广州链家)","33254","https://gz.lianjia.com/ershoufang/108400614652.html"
"2室1厅1厨1卫","高楼层 (共12层)","66.26㎡","平层","55.97㎡","塔楼","西","钢混结构","精装","一梯六户","有","70年","业主自住  证过五年唯一 省税费_广州海珠金碧金碧花园第二金碧二手房(广州链家)","35165","https://gz.lianjia.com/ershoufang/108400152938.html"
"3室2厅1厨1卫","中楼层 (共18层)","94.48㎡","平层","76.49㎡","塔楼","西 西北","钢混结构","精装","一梯四户","有","70年","凤凰城凤妍苑，满五年，精装三房，高楼层采光好_广州增城凤凰城碧桂园凤凰城凤妍苑二手房(广州链家)","19581","https://gz.lianjia.com/ershoufang/108400702781.html"
"2室1厅1厨1卫","低楼层 (共5层)","57.71㎡","平层","52.14㎡","塔楼","西","混合结构","简装","一梯十户","无","70年","雕塑公园旁，空气环境好，带后花园_广州越秀桂花岗解放北路桂花岗二手房(广州链家)","19408","https://gz.lianjia.com/ershoufang/108400704247.html"
"3室2厅1厨1卫","高楼层 (共9层)","79.49㎡","平层","暂无数据","塔楼","北","钢混结构","精装","一梯十一户","无","70年","高层花园电梯靓靓小区环境。。。。_广州越秀西华路西华路大兴街二手房(广州链家)","41264","https://gz.lianjia.com/ershoufang/108400838610.html"
"3室1厅1厨1卫","中楼层 (共9层)","82.24㎡","平层","75.05㎡","塔楼","东南","钢混结构","精装","一梯六户","无","70年","保利红棉南向三房 装修保养好 税费低_广州海珠江燕路保利红棉花园二手房(广州链家)","32588","https://gz.lianjia.com/ershoufang/108400667074.html"
"1室0厅1厨1卫","低楼层 (共11层)","46.21㎡","平层","34.3㎡","板楼","东南","钢混结构","精装","两梯十六户","有","70年","金域蓝湾  东南向带花园    地铁口公寓_广州白云金沙洲金域蓝湾二手房(广州链家)","35707","https://gz.lianjia.com/ershoufang/108400793562.html"
"2室1厅1厨1卫","低楼层 (共9层)","60.28㎡","平层","54.44㎡","塔楼","东","钢混结构","简装","一梯四户","无","70年","已加装电梯 格局方正，厅出阳台，南向采光好。_广州海珠沙园沙园沙园四街二手房(广州链家)","28700","https://gz.lianjia.com/ershoufang/108400415226.html"
"3室2厅1厨1卫","高楼层 (共9层)","84.82㎡","平层","73.97㎡","塔楼","东南","钢混结构","简装","一梯四户","无","70年","高层3房，有天然气 安静望花园，保养新净，户型方正_广州荔湾坑口芳园居教师新村二手房(广州链家)","21811","https://gz.lianjia.com/ershoufang/108400252131.html"
"3室2厅1厨1卫","高楼层 (共18层)","95㎡","平层","77.39㎡","塔楼","东南","钢混结构","简装","两梯四户","有","70年","新世界花园 方正三房  采光通风好_广州增城沙村新塘新世界花园万象苑二手房(广州链家)","23685","https://gz.lianjia.com/ershoufang/108400385276.html"
"3室2厅1厨1卫","低楼层 (共22层)","78.91㎡","平层","暂无数据","塔楼","东 北","钢混结构","精装","两梯八户","有","70年","实用三房 全新装修  看房方便！_广州荔湾鹤洞金道花园二手房(广州链家)","32443","https://gz.lianjia.com/ershoufang/108400285050.html"
