,建筑面积,房屋朝向,装修情况,梯户比例,配备电梯,title,price,房间数量,客厅数量,厨房数量,厕所数量,楼层,楼层总数
14,58.29,北 南,精装,一梯十户,0,阳光家园  交通便利  急售 ！！！_广州花都旧区花都阳光家园二手房(广州链家),15441,2,1,1,1,低,9
1259,124.16,南 北,精装,两梯四户,1,南北对流3房2卫2阳台带2个车位，望园景，全新未住_广州增城增城碧桂园碧桂园豪园挂绿湖二手房(广州链家),15464,3,2,1,2,低,28
1570,107.9,南,精装,一梯四户,0,富丽家园富豪大厦 南北对流 采光好 精装修_广州番禺大石富丽家园二手房(广州链家),15478,3,2,1,2,高,8
2071,121.1,西南,精装,两梯四户,1,广州北站地铁口朝南大三方121方仅卖188万，笋！_广州花都铁路西俊怡云山御居二手房(广州链家),15525,3,2,1,2,低,18
896,125.49,东南,精装,一梯两户,0,东骏花园 东南向三房 实用率高 地铁口物业 区政府旁_广州花都旧区东骏花园二手房(广州链家),15540,3,2,1,2,中,8
2019,65.43,南,精装,三梯九户,1,满五唯一南向望花园近地铁。。。。。。。_广州花都铁路西祈福辉煌台二手房(广州链家),15590,1,2,1,1,中,28
255,89.77,西 北,简装,两梯三户,1,保利城温馨小三房 满五唯一免个税_广州花都铁路西保利城花园保利城三街二手房(广州链家),15596,3,2,1,1,低,15
1995,25.6,东南,简装,一梯十六户,0,业主诚心放卖，低楼层带平台，东南向采光好_广州增城新塘南金色港湾二手房(广州链家),15625,1,0,1,1,低,7
171,98.99,东,精装,两梯四户,1,景新国际南向精装3房带主套  业主置换诚意出售_广州增城中新镇景新国际名城二手房(广州链家),15659,3,2,1,1,低,25
1189,95,北,简装,一梯四户,0,周杰 顶楼，附带一个七十多方的小花园！省税_广州番禺沙湾荷景花园雅荷居二手房(广州链家),15685,4,1,1,2,高,7
1844,84.78,南,简装,一梯四户,1,133万买满五唯一 东南望花园电梯大两房，看中就签。_广州花都旧区翠华花园绿茵苑二手房(广州链家),15688,2,1,1,1,低,11
170,97.44,东南,精装,一梯四户,0,凯德新玥 3室2厅 153万_广州南沙榄核镇凯德新玥二手房(广州链家),15702,3,2,1,2,高,25
1663,50.91,西,精装,三梯九户,1,新塘广场 很笋一房 华润万家上面_广州增城新塘南新塘广场二手房(广州链家),15715,1,1,1,1,高,29
1939,71.23,南 北,简装,一梯四户,0,满五唯一，小三房，中楼层，南北对流_广州番禺石碁岐山中路二手房(广州链家),15724,3,1,1,1,中,6
934,76.03,南,精装,两梯四户,1,凯德新玥高楼层，南向望江，采光好，小区环境优美_广州南沙榄核镇凯德新玥二手房(广州链家),15757,2,1,1,1,中,32
1896,90.7,北,精装,两梯四户,1,景新国际名城 精装小三房 户型方正 税费低 环境好_广州增城中新镇景新国际名城二手房(广州链家),15767,3,2,1,1,中,17
1561,76,西北,毛坯,两梯五户,1,金马香颂居中低楼层小户型2房1厅1卫_广州增城荔城西区金马香颂居二手房(广州链家),15790,2,1,1,1,低,19
1841,101.31,南 北,精装,一梯四户,0,新世界万象苑，南北对流，地铁口物业_广州增城沙村新塘新世界花园嘉华苑二手房(广州链家),15794,3,2,1,2,高,7
243,77.24,北,毛坯,两梯六户,1,增城荔富湖畔    证满两年  北向望花园_广州增城朱村荔富湖畔二手房(广州链家),15795,2,2,1,1,低,18
458,79.04,南,毛坯,两梯四户,1,南沙价格低洼 商圈内两房  楼下麦当劳_广州南沙榄核镇凯德新玥二手房(广州链家),15815,2,2,1,1,中,32
1617,96.03,东北,毛坯,两梯四户,1,碧桂园城市花园花岸苑  3房实用户型  格局动静分离_广州增城朱村碧桂园城市花园花岸苑二手房(广州链家),15829,3,1,1,1,高,22
712,88.28,南,精装,一梯四户,1,美域华庭 两房两厅 正南向 通风好 采光充足_广州花都旧区美域华庭二手房(广州链家),15859,2,2,1,1,中,9
1445,91.42,南,精装,一梯八户,0,新塘新世界花园实用大两房，过两年_广州增城沙村新塘新世界花园二手房(广州链家),15861,2,2,1,1,高,6
584,116.48,北,精装,两梯两户,1,地铁物业，流溪河畔100米，厅望河，带大露台。_广州从化神岗镇雅居乐小院流溪二手房(广州链家),15883,6,2,1,3,高,18
1037,88.05,西北,简装,两梯四户,1,本房价格实在合理  交通便利  框架结构_广州黄埔科学城宏康小筑二手房(广州链家),15901,3,2,1,1,中,8
648,67.8,东 东南,精装,一梯四户,0,户型方正实用，生活便利，配套全_广州番禺市桥桥东路二手房(广州链家),15930,3,1,1,1,中,7
351,133.4,北,简装,两梯十四户,1,丽景阁电梯中层 户型格局方正 大三房 总价低_广州番禺市桥丽景阁二手房(广州链家),15968,3,1,1,2,中,11
411,79.82,西北,精装,两梯八户,1,豪园 精装  山景  温馨   小三房_广州增城增城碧桂园碧桂园豪园林湖苑二手房(广州链家),16037,3,1,1,1,中,24
26,105.7,东南,简装,两梯九户,1,裕兴大厦 轻松上车 北城电梯高层三房_广州番禺市桥西环路裕兴大厦二手房(广州链家),16084,3,2,1,1,高,19
2013,102.49,东南,精装,两梯五户,1,大型高尚社区花园，东南向望花园，配套成熟，急售！_广州花都铁路西保利城花园海德公园二手房(广州链家),16100,3,2,1,2,中,25
478,92.2,南,精装,一梯四户,1,700米地铁物业  够五年唯一_广州花都旧区金河湾花园一期二手房(广州链家),16107,2,2,1,1,中,8
715,77.6,南,简装,一梯两户,0,豪景大厦步梯二房，一梯二户，靓楼层，南北对流。_广州番禺市桥豪景大厦二手房(广州链家),16109,3,2,1,1,中,6
116,98.07,南,精装,一梯四户,0,新世界南向三房总价最笋，交通便利环境好！_广州增城沙村新塘新世界花园嘉华苑二手房(广州链家),16111,3,2,1,2,高,7
1329,90,南 北,精装,两梯四户,1,诚心出售，装修保养好，带家私家电出售，价格可谈_广州南沙榄核镇凯德新玥二手房(广州链家),16112,3,2,1,1,中,30
2084,77.53,南,简装,一梯两户,0,喜运楼　近地铁　南向　方正实用_广州番禺市桥北喜运楼二手房(广州链家),16123,2,1,1,2,高,7
1550,83.1,南,精装,一梯两户,0,南北对流步梯中层，简单装修，实用率很高的三房_广州番禺沙湾中华大道翠园西二手房(广州链家),16126,3,2,1,1,中,6
89,62,北,精装,两梯四户,1,宏康小筑   业主诚心出售  精装大两房_广州黄埔科学城宏康小筑二手房(广州链家),16130,2,2,1,1,低,8
1815,65.7,南,精装,两梯九户,1,嘉骏豪苑 精装俩房 中间楼层 南向  诚意出售_广州增城新塘南嘉骏豪苑二手房(广州链家),16134,2,1,1,1,中,18
1180,73.13,东南 北,毛坯,一梯四户,1,新小区两房，中楼层，采光通风好，户型方正适用_广州增城新塘北景新豪苑二手房(广州链家),16136,2,1,1,1,高,11
217,116.49,南,精装,两梯四户,1,嘉骏豪苑 精装南向四房 业主因换房 急需出售_广州增城新塘南嘉骏豪苑二手房(广州链家),16139,4,1,1,1,高,19
237,74.2,南,简装,一梯四户,0,西环大街 配套成熟 低楼层 带平台自用_广州番禺市桥西丽路西环大街二手房(广州链家),16173,2,1,1,1,低,6
952,103.87,东南 北,简装,一梯两户,1,南沙境界 东南向 3房2厅 业主诚心出售_广州南沙黄阁南沙境界家园二手房(广州链家),16175,3,2,1,2,高,13
1077,95.72,南 北,精装,两梯四户,1,碧桂园城市花园漫绿苑   精装方正三房  带车位_广州增城朱村碧桂园城市花园漫绿苑二手房(广州链家),16194,3,2,1,1,低,25
2032,83.35,西北,精装,两梯四户,1,舒适大二房，通透户型，中高楼屋好景观_广州南沙进港大道阳光城丽景湾二手房(广州链家),16197,2,2,1,1,中,32
835,106,南,精装,一梯两户,0,东区跃式大三房南北对流一梯二户，即将装电梯_广州黄埔开发东区宏康花园四期康慧苑二手房(广州链家),16227,3,2,1,2,高,7
939,63.42,西北,精装,一梯六户,0,此房2室1厅1卫 东南向 中低层_广州白云龙归汇雅花园二手房(广州链家),16241,3,1,1,1,高,9
1149,88.91,南,简装,一梯三户,0,禺雅园，南向三房，采光充足，._广州番禺市桥禺雅园二手房(广州链家),16309,3,1,1,1,高,7
113,116,南 北,精装,两梯六户,1,保利高尔夫郡绿茵街阔景三房出售_广州花都铁路西保利高尔夫郡二手房(广州链家),16380,3,2,1,2,中,32
972,91.44,南,精装,一梯四户,0,新装修 60万方生活配套 业主只委托本人_广州增城朱村汇港威华国际二手房(广州链家),16383,3,2,1,1,高,25
1594,74.38,东,简装,四梯十五户,1,城市家园两房  东向    简装   拎包入住_广州增城新塘北城市家园二期二手房(广州链家),16403,2,1,1,1,高,28
842,55.3,南,简装,一梯四户,0,大北路刚需两房 中间楼层3.2米高 满五唯一红本在手_广州番禺市桥大北路二手房(广州链家),16456,2,1,1,1,中,5
619,106.25,东北,毛坯,两梯六户,1,此房南北对流采光充足配套设施完善交通便利_广州花都铁路西南华时代城二手房(广州链家),16471,3,2,1,2,高,31
368,104.16,南,精装,两梯八户,1,双地铁物业 南向双卫三房 满五唯一  税低_广州花都旧区花都银燕大厦二手房(广州链家),16514,3,2,1,2,低,16
1702,106.28,东南,毛坯,两梯四户,1,碧桂园城市花园花岸苑 3室2厅 176万_广州增城朱村碧桂园城市花园花岸苑二手房(广州链家),16561,3,2,1,2,低,25
626,57.88,东,简装,两梯八户,1,嘉骏豪苑　标准二房　视野开阔　产权清晰　无抵押_广州增城新塘南嘉骏豪苑二手房(广州链家),16587,2,1,1,1,高,12
814,104.73,南,简装,一梯四户,1,整个小区必买好房！南向高层采光好，业主诚意急售_广州花都旧区翠华花园绿茵苑二手房(广州链家),16596,3,2,1,1,高,11
548,69.1,东南,简装,一梯四户,0,满五唯一，宜居两房，配套齐全，看房方便_广州番禺大石富丽家园二手房(广州链家),16643,2,1,1,1,高,7
1643,93.12,北,毛坯,两梯四户,1,豪骏名苑小区  单价低 业主诚意出售_广州花都旧区城央御景二手房(广州链家),16646,3,1,1,1,低,17
1956,105,南,精装,一梯两户,0,富丽楼业主自住房房诚心出售。。。。。。_广州番禺大石富丽家园富丽楼二手房(广州链家),16667,3,1,1,1,中,8
1215,108,南,精装,一梯三户,0,三房户型方正，采光好，保养新，顶楼自用_广州番禺市桥禺雅园二手房(广州链家),16667,3,2,1,2,高,7
937,87.5,南,简装,一梯两户,0,南北对流 双阳台 黄色楼层 绿化环境好_广州增城白江新康花园二手房(广州链家),16686,3,2,1,1,中,6
1127,68.6,南,简装,一梯十户,0,大型小区、绿化高、小户型，总价低_广州番禺市桥华侨城(番禺)二手房(广州链家),16764,2,1,1,1,中,8
1221,101.41,南,精装,一梯四户,1,此户型通透 中间楼层 采光好 居住舒适_广州花都镜湖大道豪利花园二手房(广州链家),16764,3,2,1,1,中,12
1605,128.21,南,精装,一梯六户,0,好的房子不是用来欣赏的是用来享受的！！！_广州花都新区锦尚名苑二手房(广州链家),16770,3,2,1,2,高,6
1384,82.88,西南,简装,两梯八户,1,水电二局社区，地段好，配套成熟，电梯两房，近地铁_广州增城白江水电二局宿舍二手房(广州链家),16772,2,1,1,1,低,18
1553,83.35,东南,简装,两梯四户,1,阳光城精装两房 中高楼层 采光好_广州南沙进港大道阳光城丽景湾二手房(广州链家),16797,2,2,1,1,中,32
1796,104,南,精装,两梯六户,1,全小区仅有的户型！3房2卫正南向 简单布置拎包入住！_广州增城新塘南锦绣新天地二手房(广州链家),16827,3,2,1,2,低,18
1798,97,南,毛坯,两梯四户,1,业主单纯出售，有客户随时可以看房_广州增城朱村碧桂园城市花园花岸苑二手房(广州链家),16908,3,2,1,1,高,26
1747,91.6,南,简装,一梯两户,0,户型好，邻星海公园和东城市场，距地铁3个公交站_广州番禺市桥星海园二手房(广州链家),16922,3,2,1,1,中,7
412,79.11,东南,简装,一梯四户,0,新康花园 东南向 精装修大两房_广州增城白江新康花园二手房(广州链家),16926,2,2,1,1,中,6
175,88,南,精装,两梯四户,1,合生湖山国际  户型端正 环境优美 位置安静舒适_广州增城凤凰城合生湖山国际二手房(广州链家),16932,3,2,1,1,高,18
1900,200.2,南,精装,两梯六户,1,高档装修，拎包入住，格局方正，有私家花园_广州番禺市桥华海大厦二手房(广州链家),16984,4,1,1,3,高,16
292,101.27,西南,简装,两梯四户,1,海伦堡 单价便宜户型方正3房，有钥匙，随时看房！！_广州增城沙村广州海伦堡二手房(广州链家),16985,3,2,1,2,中,7
22,93,西北,精装,一梯四户,1,买房有大平台用，证在手随时交易，装修新净！_广州花都旧区阳光雅居二手房(广州链家),16990,3,2,1,2,低,11
342,117,东南,简装,一梯四户,0,35万首付买骏威广场 地铁口600米 锦砖外墙东南向五小_广州花都旧区骏威广场二手房(广州链家),17009,3,2,1,2,中,7
931,96.39,南,简装,一梯四户,0,江南新村 方正三房 小区管理 交通便利 近地铁_广州番禺市桥北江南新村二手房(广州链家),17015,3,2,1,2,高,7
205,81.1,北,简装,一梯五户,1,云山诗意二期带装修两房业主诚心出售_广州增城荔城西区方圆云山诗意二期二手房(广州链家),17017,2,2,1,1,高,32
517,56.99,东北,简装,两梯五户,1,时代糖果一期 1室1厅 97万_广州南海金沙洲时代糖果一期二手房(广州链家),17021,1,1,1,1,低,14
736,76.28,北,简装,一梯四户,0,新世界花园楼梯房 舒适两房 满五唯一_广州增城沙村新塘新世界花园嘉华苑二手房(广州链家),17043,2,2,1,1,高,7
518,134.95,南,精装,两梯五户,1,顺欣花园，精装修，3房，居家美好，业主诚心出售_广州增城新塘北顺欣花园二手房(广州链家),17044,3,2,1,2,低,18
110,106.59,北,精装,一梯三户,1,翠华花园绿茵苑 3室1厅 181.8万_广州花都旧区翠华花园绿茵苑二手房(广州链家),17057,3,1,1,2,高,11
1738,80.76,南,精装,两梯四户,1,恒大山水城2期南向2房诚意出售，保养好，户型方正_广州增城中新镇恒大山水城二手房(广州链家),17088,2,2,1,1,中,18
643,81.92,西南,精装,一梯四户,0,新康花园，中楼层精装修两房，通风采光好，视野宽阔。_广州增城白江新康花园二手房(广州链家),17090,2,2,1,1,中,7
1390,67.06,东,简装,一梯两户,0,禺丰园二期 低层楼梯楼  小区管理_广州番禺市桥禺丰园二期二手房(广州链家),17149,2,2,1,1,中,8
665,84.55,南,简装,两梯四户,1,锦绣新天地 南向 两房 中楼层 过五唯一 钥匙在手_广州增城新塘南锦绣新天地二手房(广州链家),17150,2,2,1,1,高,15
1784,53,北,精装,四梯二十户,1,水电广场精装一房 户型方正实用_广州增城白江水电广场二手房(广州链家),17170,1,1,1,1,高,23
1029,94.33,南,简装,一梯四户,0,嘉怡苑. 是新世界花园的成名作之一_广州增城沙村新塘新世界花园嘉怡苑二手房(广州链家),17174,3,2,1,1,低,6
510,98.38,南,精装,两梯四户,1,碧桂园城市花园，21号快线，楼层高视野宽阔，采光足_广州增城朱村碧桂园城市花园花岸苑二手房(广州链家),17179,3,2,1,1,高,23
677,61.1,南,简装,一梯三户,0,西城路 温馨两房 楼层适中 采光效果不错_广州番禺市桥江南西丽苑二手房(广州链家),17185,2,2,1,1,中,7
